;used_liter;image;cadran_1;cadran_2;cadran_3;cadran_4
36;45;1e8dd86b38657d44831ea924623f09887467168d.jpg;X;X;4;5
37;376;005fc43f13dfef916914b17ef7ec7deb932bb33b.jpg;X;3;7;6
38;264;11f9cd65defaad688cb0c0efb4f2b5e00fcfa61d.jpg;X;2;6;4
39;40;20ede13511025f59968cc52aaec6aa9b34b343d1.jpg;X;X;4;0
40;47;04719fd2f654071092bee6f961f7b39f160bb11f.jpg;X;X;4;7
41;287;1c6189372bfdb9c77abec0643837e0dfc2e45d11.jpg;X;2;8;7
42;148;1ddb50dad28f94412180aca0865f86c5596d740d.jpg;X;1;4;8
43;42;15b3913860912549ab43a85ddfb2dd9c1800eec0.jpg;X;X;4;2
44;40;1386edd0d43c24f2954731edcedb8a07e9c8a6d8.jpg;X;X;4;0
45;173;1cbeff856fc0e58ca296ac7ae7d64af20d7170cb.jpg;X;1;7;3
46;94;18a33cfb239b30cc5677c1381c6a8849882fb20b.jpg;X;X;9;4
47;221;0ec1cda8326855a5ccd829526ed6c52740563e69.jpg;X;2;2;1
48;143;03b47796634b30063b80be9c6499dc623d7414cc.jpg;X;1;4;3
49;230;08a4be5914125074ab80aaa979fd0b2045c72c7b.jpg;X;2;3;0
50;62;101f7d23a7817c1522e63877d00f7c20fbb3fb4f.jpg;X;X;6;2
51;25;0051c2791cb61270be2c1a531173523909a5a731.jpg;X;X;2;5
52;53;1d4618b968dce8370d78062b81e5866d7c57bb26.jpg;X;X;5;3
53;87;0f47805c473f7169512ec54c762e0894833f9c1a.jpg;X;X;8;7
54;54;056bd385ae19c3f5e9e8873db28c7a1266de4a6a.jpg;X;X;5;4
55;73;1f2dd4e394a252da56914796950824ac0bec7ed7.jpg;X;X;7;3
56;136;015538fa03041bcfdbb196e8eec8a0211e52201d.jpg;X;1;3;6
57;64;142e9332004e400d5cfd1b570fe716f57251ca7b.jpg;X;X;6;4
58;67;140fde20d2225e492ed7c6af68017b49df91f1d9.jpg;X;X;6;7
59;297;1360a6301c6bd49ece672a779f4bc07b1a34ae21.jpg;X;2;9;7
60;78;23f2b6eee381454867bd156a3222cc178b7453b5.jpg;X;X;7;8
61;58;03a49a24708ee65209e1f875fb4f6ae5a4e31d68.jpg;X;X;5;8
62;117;10704ebe97684fa2ec37b89a3877b6493f1fa2a9.jpg;X;1;1;7
63;47;20f60c2f39dec9946c339755d0da6408ba16ac18.jpg;X;X;4;7
64;219;1093516de236b9fe08a1f68c66411177dd6d3914.jpg;X;2;1;9
65;31;04e18c833430396cf96dd2a5f51e5872ad8180e2.jpg;X;X;3;1
66;62;16910cbbce34fe181a65f9f31ce3bc8ad6492cf0.jpg;X;X;6;2
67;41;12db65773e6c1cee46cd3a30107a670067e6675a.jpg;X;X;4;1
68;416;045b0d6badecf9063d6fe48145a6cab070abd193.jpg;X;4;1;6
69;59;1b2a4f9784ca3123340abb7bff9557e2c529817c.jpg;X;X;5;9
70;24;206e5ff0e73a55a76a80793d5e996a0255c6080c.jpg;X;X;2;4
71;220;0bf4248f10a8e498dc6612bbceaedaf07fb1e5e1.jpg;X;2;2;0
72;33;0ec28aaf6a14fae903873387669c46e7a06be41a.jpg;X;X;3;3
73;275;0a7387ad1c3c8cf65c405b69cf6637adcae36025.jpg;X;2;7;5
74;45;2186e6beb3d625353394dbeb16d4fa897167f29d.jpg;X;X;4;5
75;167;20cce081f833c47cc58ca579f9bc1cd7eb8189a7.jpg;X;1;6;7
76;36;0519072fcd648ff40dc973e8ffb0246f14151a49.jpg;X;X;3;6
77;27;0dc09b1578db33a0b3593e98cec34d6906799523.jpg;X;X;2;7
78;17;1161605a9d0dba578103b8f0f549c4ebfef2fc85.jpg;X;X;1;7
79;48;0fe7869f3b87b709835174aa37ac11d0ab4d964a.jpg;X;X;4;8
80;46;0630d546e1c06b815b400be1b86d97929525a193.jpg;X;X;4;6
81;47;08bc4699aaaa1c1f5d5f20000e275c3e95eaae07.jpg;X;X;4;7
82;66;13fd3d1b369e946841d18efdc12d326cb9cad03f.jpg;X;X;6;6
83;46;1a29faf63ee1fca9b8e9b396c9e8086d2c01f568.jpg;X;X;4;6
84;59;0a0216c77785d90a243e961676e1f4a95e1b1618.jpg;X;X;5;9
85;59;01d8e32814865dd1bff2729baf8b427c23aa2e35.jpg;X;X;5;9
86;36;0a5f85a46d40956b2c0f6b3eefabc97b83ee0f37.jpg;X;X;3;6
87;57;10fde5e56c800208b931110f821eeedc439a5c7b.jpg;X;X;5;7
88;48;1a39e087155d540c43fe32aba5abc633b12362cb.jpg;X;X;4;8
89;59;2321df655acee5f5edff8e504870401442eeb1b6.jpg;X;X;5;9
90;67;1f55743a8eb74fcbd6ba6e60ba2d5bab26c59a88.jpg;X;X;6;7
91;59;01ed7a18e6a1aa224837dd89fe00dc550d733158.jpg;X;X;5;9
92;15;0bdaeea0d984ff3b500fc1360b18e57deae694ca.jpg;X;X;1;5
93;111;1b9a2fe1561df7947806f9d5e4af0a9162b8da1f.jpg;X;1;1;1
94;210;1f7f8d6e1d7cf8abec6a145e4b67bd725f1ef368.jpg;X;2;1;0
95;56;1340194e1a5dcd524d2f78f1417b950dd6cd352b.jpg;X;X;5;6
96;42;1044aa5c63840dd8a0117e89d9a56d911a37c767.jpg;X;X;4;2
97;54;045a94167bbc90ff2289acaa355bd9ea933b9233.jpg;X;X;5;4
98;28;038c8b68db9d506d2e0a1fa002ae83c50d43e1ab.jpg;X;X;2;8
99;190;197c95f2ad89c7ded06e4bcf77af36393ca880ea.jpg;X;1;9;0
100;54;23d7e253116421e152588c4417d26edeba2f3468.jpg;X;X;5;4
101;76;1ac197be6826c8ba818fce3c12c6ec4e92c4e123.jpg;X;X;7;6
102;66;2111e15bba08b0a50cba6f036e75602f9f44a44c.jpg;X;X;6;6
103;57;0784377b535360234a06cc4618ea2d1df1e61967.jpg;X;X;5;7
104;24;0917aa04df48de04ce0f2ea4893383314e7f8730.jpg;X;X;2;4
105;126;0163339dd3c439b57fcfed404a876a8d480d82fb.jpg;X;1;2;6
106;280;1ac29631d809ef40079a28ce7bf8850359963c81.jpg;X;2;8;0
107;21;10c57f8bbc470e27eb5e45efe899685158bed789.jpg;X;X;2;1
108;43;22ddf788465b53936ca342a5e0b51be4f37a5d31.jpg;X;X;4;3
109;108;2358d7e0201150737631f45cfd744ed706d865f4.jpg;X;1;0;8
110;44;245befa07233a0934da2cfc13ebd6905ab5d947c.jpg;X;X;4;4
111;30;1fa5c7019cdc94946121fc288e14b2e6005a8f78.jpg;X;X;3;0
112;188;228dd58ee90f6c3a3bbf67cf292fff71fcf66b8c.jpg;X;1;8;8
113;208;04cf96e7cff4a217d30082cdc434a3f641ae78b3.jpg;X;2;0;8
114;135;1e563e76027dc5e3582da0669f66ba32653345bd.jpg;X;1;3;5
115;415;1ead8659d4b037c36f8b3277862ada8a955cc550.jpg;X;4;1;5
116;52;07ab6d350e75821f3d46f2dc54ba7040b13691b3.jpg;X;X;5;2
117;45;16c0acbf55777702a5490a805d18d8fd60d01da7.jpg;X;X;4;5
118;25;15f6db05b49a22d2dcce69befad87f4250a4a7d2.jpg;X;X;2;5
119;30;072ebd774ac4589885c4ef65e0a3491f9ccc2690.jpg;X;X;3;0
120;223;016c33ec14c040a5377d0df92ebe3575dcecbe7e.jpg;X;2;2;3
121;35;1aff2eb58036d88f0b1e165722eb8d39b452c745.jpg;X;X;3;5
122;29;1b3220f8bb058fd9b622fa4813057de6aff2f451.jpg;X;X;2;9
123;45;230e35a8f75f012cdfd43de0097ad8678454d868.jpg;X;X;4;5
124;45;17a59b9e04ab27af37472009c2580d1f374b7c29.jpg;X;X;4;5
125;178;1cb22f74b22a1ae8f72d71ebfb3baf2939961e5c.jpg;X;1;7;8
126;404;1cd2b5e710742c6e1b3f8f2fa3616a5caef09373.jpg;X;4;0;4
127;213;1e05e4acd6011153ee3e9ec159f35a08abaeb4f9.jpg;X;2;1;3
128;30;0850699e626dd6040c369252d5452d22712b2b4c.jpg;X;X;3;0
129;68;06be724d9cdb4fff3bedaf5b762eae7bb3cda138.jpg;X;X;6;8
130;77;1b3403a20fc7aff2e6e379df392f009c9032fb75.jpg;X;X;7;7
131;20;02510e06c2b8d55824199a15c18c282db908866b.jpg;X;X;2;0
132;77;1d71d4bc82a764c3272a24b28d89abbda1b50b74.jpg;X;X;7;7
133;68;21733f0710f4f51f67ce5c99b1df273a087493b3.jpg;X;X;6;8
134;39;0521da121fb4f4e994f0dc6b6675e280a7c1ed34.jpg;X;X;3;9
135;50;204a9aa313d20fbb2d91fe2bf617ac1fe6c2db30.jpg;X;X;5;0
136;53;05b6586a21ff137bba05f039321dfb3859d78bff.jpg;X;X;5;3
137;151;204a632c3e3b7c6210f39a66f0831aa6cf777a0d.jpg;X;1;5;1
138;181;1d53d603946be9cc710491177917b6b58377bcca.jpg;X;1;8;1
139;42;158f822c9edabfbfcaa1a725f212cecba8d45abc.jpg;X;X;4;2
140;44;0ba418b8d5ed55d84575cd672194ebe880cf60a4.jpg;X;X;4;4
141;36;05f5ec67616b3cea965161013427ed0f695a3d91.jpg;X;X;3;6
142;70;087323c643becfd62564b7477b9ac137f15e7007.jpg;X;X;7;0
143;54;062817c5bc6843ed0c7e70df5697a2c7875f55d3.jpg;X;X;5;4
144;57;20ac750737bff48f8116d15c6a073da94f783f2b.jpg;X;X;5;7
145;189;11c43b6fc809aa3bc90f41db6edbc60d260ff9ba.jpg;X;1;8;9
146;169;186371527224f02470bc68dd8d32cefc735e9bb0.jpg;X;1;6;9
147;137;09f22dd146b80f76e721de86dd7f049f67e74520.jpg;X;1;3;7
148;208;1f39fd18b65d47065a7e4974151fb043f86df457.jpg;X;2;0;8
149;51;16ee3f35bc5a9ec8ddfe0dde3fa97de0c52e15af.jpg;X;X;5;1
150;46;113ece1f65928798badb811d7b8bfec5a3c50bbd.jpg;X;X;4;6
151;23;0a6e4d5f38965dc3d805720f4f0886183d27040c.jpg;X;X;2;3
152;46;03556ee4ee8f746df21b1a90bbe4d7bbe75e80cd.jpg;X;X;4;6
153;58;1969b2866c104b7ed3d37553acdb70d65146bb1f.jpg;X;X;5;8
154;64;221a8f3872387f090436e8245b073c8c3b73cc51.jpg;X;X;6;4
155;49;1f357c99f950f7467690bfc39142a2c1454aed35.jpg;X;X;4;9
156;40;1d8c8b920dc53a30b174b53227df70909a668225.jpg;X;X;4;0
157;18;06ebf75e5ef8e0039b616570af3b57c282eb02a6.jpg;X;X;1;8
158;48;1269c7965bb20e1e9bcd7b5018ef1e24048c2103.jpg;X;X;4;8
159;59;0c31f652e512dae07bee74292516fa0e089adb67.jpg;X;X;5;9
160;44;1440b68a940912d9fee59ef2ba8283876ab0cdaf.jpg;X;X;4;4
161;57;24884fe60a4c300354f4609a8b83f597de716d26.jpg;X;X;5;7
162;91;0eaa53c94a6fcad89be09c75551bfcf095223d9a.jpg;X;X;9;1
163;64;17c8125d919a804ffbfbbaa518be8e18e222273b.jpg;X;X;6;4
164;68;0b1b3d01f3cc8c4cc368d1b0527690a033f73240.jpg;X;X;6;8
165;69;1a1ddef8508bcb5a9b3b22372e3895110a6cadc1.jpg;X;X;6;9
166;72;0cba597572b276b0ed6fb36cd78a6c293379dc5f.jpg;X;X;7;2
167;39;1246c7e7e6b69e52e6a537bf7b0b4e8cf1c19d44.jpg;X;X;3;9
168;176;0e0974b1bc95b36a696c464daaf191cb7d83a3e6.jpg;X;1;7;6
169;50;0133c36547f01438b1803e928af3719f13c95487.jpg;X;X;5;0
170;68;1f8f5f9e8ee1ea9d02ff36944566d50bf0cd55e5.jpg;X;X;6;8
171;214;062018d833a142a8bb28a9232928084bf5cc2f11.jpg;X;2;1;4
172;196;125a9b900411c3bbfe720d79341995beea3cc373.jpg;X;1;9;6
173;591;186a10c09ccc9fc9a3d1234f2e4d6c22869b21ed.jpg;X;5;9;1
174;196;07c660547cba0d1af70fd0ede8c4fb1046407dcf.jpg;X;1;9;6
175;153;0e836a8573557c54e6c51b4a0e97bcfff06c155a.jpg;X;1;5;3
176;199;04265e5c2700911ffaeb1c7be1ed68032cdce739.jpg;X;1;9;9
177;61;1cfbd7a34aefd60646bf953020ce38cedeedea25.jpg;X;X;6;1
178;589;17cec563fc31eaaed39cb94d4c553749532aa27c.jpg;X;5;8;9
179;637;10cf0ac553d6d1d797c3403876010065c54a5346.jpg;X;6;3;7
180;207;0454db70b35aec40367b67904783f7cac215cc11.jpg;X;2;0;7
181;520;039aabd8a299eae76af9221e0bf9fbe993311179.jpg;X;5;2;0
182;220;038d8e7cd3fefcf77dacde560eba4fabe7234e9c.jpg;X;2;2;0
183;171;09a064bb63010147900c55bdf35347ceee979a7b.jpg;X;1;7;1
184;525;0677cab36e2752251c23b621e82df2108c746eae.jpg;X;5;2;5
185;824;0efee8cda30576dd21221732f6c20dec74e3bbd9.jpg;X;8;2;4
186;353;0e7879e357a5572ea3487da37931b4e240c8a502.jpg;X;3;5;3
187;236;196a48ce4c111caefd64dee2dce510e97a079966.jpg;X;2;3;6
188;194;0735bbe68571bf95362915b44560ed5125fcccc1.jpg;X;1;9;4
189;201;2202b33ce29ace956dba428be4daef7393b37642.jpg;X;2;0;1
190;196;1f0abc8ab78273c89174c0fdbe7832c7a61a53d4.jpg;X;1;9;6
191;538;135fade52f61ab415b24e4aa013a6a09b2168e5f.jpg;X;5;3;8
192;1011;19caf727ad9bf2641d2aedcbb3ceced3fcd5bde5.jpg;X;X;0;1
193;220;14986717d7c568f53aec8fbb8a6883d7410ed5b8.jpg;X;2;2;0
194;195;054c06bceccc4ca5fa61829020aa10d21054df82.jpg;X;1;9;5
195;208;0439c7e7bc2d6c0a85ca45111f15f0a859468be0.jpg;X;2;0;8
196;211;069592c681626992e040aac3ec08839885714c47.jpg;X;2;1;1
197;197;0c68a65011eb33b8a4943b92b87fafe81e03b039.jpg;X;1;9;7
198;194;0a72d48cfd97587c9440c615d67c7cac3c398eb7.jpg;X;1;9;4
199;302;23ffe403558c77144387042a91e06eda888adcc7.jpg;X;3;0;2
200;216;22d264d4b6dc5dde3bf204fabc1df4c9d2614865.jpg;X;2;1;6
201;412;24257919ad3a4436ff6b6cd21b5905215e057754.jpg;X;4;1;2
202;38;138aa950ca1ea95c80ede3a4fa0b61880fe0899f.jpg;X;X;3;8
203;48;1a54b056f5e45c2acd337255205bb1d66b4507f0.jpg;X;X;4;8
204;500;0fcd1d3aef9552a2f82b2b3f05605cabd59d66d3.jpg;X;5;0;0
205;120;23f2a3ea675996ba2eb1e735047f78c01957d067.jpg;X;1;2;0
206;54;1b893ca373e455ecd830f74ddd3ca73153e9c5b3.jpg;X;X;5;4
207;37;1d755c95684b53154b96303513313a4f54cd0a9a.jpg;X;X;3;7
208;40;07ffaa969b84410f21874827382a621d14b9449e.jpg;X;X;4;0
209;64;1c797fe75336bd3bb964aaa0478eae6c6592ba4a.jpg;X;X;6;4
210;51;1a186e466f9a4489ab87293a27d4dcd11f03ae6a.jpg;X;X;5;1
211;140;14a12c1a3777e06c5438000d0b8cbe9d3a63f8ff.jpg;X;1;4;0
212;43;233849d313f9989bc62ccc43a0d0fb0707a82550.jpg;X;X;4;3
213;95;0778d3fc920676610e2f0504bc8777ed3283d116.jpg;X;X;9;5
214;64;04adebffeed113d944e9efcfe5503c3ba6bf467d.jpg;X;X;6;4
215;42;192670613085adeceb2544472518d5dd9f4c9060.jpg;X;X;4;2
216;50;1bd18b4cc463d27f6cf30659cc3d4c060f8649ad.jpg;X;X;5;0
217;32;1abddd3978803e425609f69eba53c499a8d5c03c.jpg;X;X;3;2
218;27;10ece0d989c1d9630136066b3e7e682cabe9db36.jpg;X;X;2;7
219;30;0a9323377845ae8b8f7c113f8c2d044c1c3bc8b3.jpg;X;X;3;0
220;57;05417700b76f523cc74f17d86d778a5273d99869.jpg;X;X;5;7
221;39;1206fa2db464244bc1fe8f5676afc879628d1ba4.jpg;X;X;3;9
222;47;2110c0be366f9cd65ee14af52adc4aa5c7c24f2d.jpg;X;X;4;7
223;217;12ba3ca5add8ec23991212d4ed36ec3c444237e6.jpg;X;2;1;7
224;60;222c634ae2ddf08431333ab0a6355b49bd2275dc.jpg;X;X;6;0
225;80;02e3c045524b89495955874afae9f0832adac32c.jpg;X;X;8;0
226;230;00e22973fdbc19f1f703cdbd05a8606705bc60d1.jpg;X;2;3;0
227;67;06ad5ecd77f1eddc0dfc5fb98b089cdfee639319.jpg;X;X;6;7
228;39;20f21432f4534ab130c992704c273d9603b9872d.jpg;X;X;3;9
229;66;00f35ec57ceabe2950b8b59077ca09667763c89a.jpg;X;X;6;6
230;186;118586203f37df4e8821d18c381c4995091f5530.jpg;X;1;8;6
231;235;0aa6fa634d2cce0403e7bad211ba727aa026f37c.jpg;X;2;3;5
232;112;243eaca08f16e3785153d8efecd2f02a3e3cf50c.jpg;X;1;1;2
233;52;0cc7d11bcd59ef42b4ad270f3db77b5c72f9f3c5.jpg;X;X;5;2
234;175;106410378c75699f5e9292dd8b87b22b8b57a9ec.jpg;X;1;7;5
235;61;0ecfcc5eb4b3cd52adf347bcb3fc2f31138b29aa.jpg;X;X;6;1
236;123;1b6f4d87127bc721ac21921b0a8f6d6f29eb59cf.jpg;X;1;2;3
237;34;0abe9f0f27e8b40691503e66f1a353a90a1f67ad.jpg;X;X;3;4
238;54;023d80491ecf06ebf29ec6968873e2b9d0b5c0bf.jpg;X;X;5;4
239;74;0578aa753099fe5c2525b14a9bacf995f9565f64.jpg;X;X;7;4
240;43;02cb50cb6c7186ee1873765d14076e4a5c24ca7b.jpg;X;X;4;3
241;380;1dde96aa9f5ee70ec0a57fcfffadab3cd6421d1e.jpg;X;3;8;0
242;42;22c3865996ba4f1cb65fd06a185f204ee9f5bf27.jpg;X;X;4;2
243;25;0122de9a0c734ad199c00b352cc3b12729238b44.jpg;X;X;2;5
244;64;1035422f1a10a2bdadf40f0eb0031927d1f101c8.jpg;X;X;6;4
245;156;1ce0f4e786d44a3ce831e470c5bb9eac4602ad04.jpg;X;1;5;6
246;104;043af7a5763b15b7c281eea6de8474ea7133bc5d.jpg;X;1;0;4
247;50;0c2564bc75fc119ef34281405933d48d9db45ae5.jpg;X;X;5;0
248;70;220fe475a2c39efdf7f716603e1b4f60ba10f672.jpg;X;X;7;0
249;32;0b7d7c92f3a0f9f466067984a57a494b01ee894f.jpg;X;X;3;2
